id,label,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_in_sequence,sequence_length
seq5747,A_only,5.0,,,14,150
seq5748,A_only,62.0,,,14,150
seq5749,both,13.0,64.0,40.0,12,150
seq5750,both,32.0,134.0,90.0,9,150
seq5751,B_only,,50.0,,14,150
seq5752,both,57.0,108.0,40.0,12,150
seq5753,both,5.0,78.0,60.0,13,150
seq5754,both,35.0,125.0,80.0,7,150
seq5755,no_motif,,,,15,150
seq5756,both,49.0,108.0,50.0,9,150
seq5757,B_only,,99.0,,13,150
seq5758,no_motif,,,,15,150
seq5759,B_only,,62.0,,14,150
seq5760,A_only,51.0,,,14,150
seq5761,both,13.0,120.0,100.0,0,150
seq5762,both,16.0,116.0,90.0,6,150
seq5763,both,13.0,31.0,10.0,13,150
seq5764,A_only,33.0,,,14,150
seq5765,both,54.0,123.0,60.0,9,150
seq5766,both,52.0,92.0,30.0,13,150
seq5767,A_only,94.0,,,13,150
seq5768,B_only,,29.0,,13,150
seq5769,no_motif,,,,15,150
seq5770,both,68.0,86.0,10.0,12,150
seq5771,both,23.0,50.0,20.0,0,150
seq5772,both,118.0,136.0,10.0,13,150
seq5773,both,0.0,81.0,70.0,10,150
seq5774,A_only,108.0,,,13,150
seq5775,B_only,,71.0,,14,150
seq5776,A_only,63.0,,,0,150
seq5777,both,78.0,139.0,50.0,12,150
seq5778,both,41.0,118.0,70.0,0,150
seq5779,both,48.0,126.0,70.0,6,150
seq5780,both,48.0,137.0,80.0,7,150
seq5781,B_only,,6.0,,14,150
seq5782,both,55.0,133.0,70.0,7,150
seq5783,A_only,6.0,,,14,150
seq5784,no_motif,,,,0,150
seq5785,A_only,91.0,,,14,150
seq5786,both,25.0,119.0,80.0,11,150
seq5787,B_only,,2.0,,0,150
seq5788,both,25.0,102.0,70.0,0,150
seq5789,A_only,119.0,,,13,150
seq5790,A_only,86.0,,,0,150
seq5791,A_only,108.0,,,13,150
seq5792,B_only,,116.0,,13,150
seq5793,B_only,,87.0,,13,150
seq5794,no_motif,,,,15,150
seq5795,both,52.0,114.0,50.0,12,150
seq5796,both,63.0,132.0,60.0,9,150
seq5797,A_only,59.0,,,13,150
seq5798,B_only,,115.0,,0,150
seq5799,no_motif,,,,15,150
seq5800,both,71.0,89.0,10.0,13,150
seq5801,A_only,5.0,,,14,150
seq5802,both,103.0,121.0,10.0,13,150
seq5803,both,40.0,101.0,50.0,12,150
seq5804,B_only,,109.0,,13,150
seq5805,A_only,80.0,,,14,150
seq5806,both,6.0,123.0,100.0,13,150
seq5807,both,20.0,112.0,80.0,10,150
seq5808,both,47.0,97.0,40.0,11,150
seq5809,both,78.0,107.0,20.0,12,150
seq5810,B_only,,9.0,,14,150
seq5811,both,30.0,117.0,80.0,0,150
seq5812,both,56.0,96.0,30.0,12,150
seq5813,both,20.0,124.0,90.0,10,150
seq5814,A_only,72.0,,,14,150
seq5815,B_only,,114.0,,13,150
seq5816,no_motif,,,,15,150
seq5817,both,73.0,113.0,30.0,13,150
seq5818,both,22.0,49.0,20.0,0,150
seq5819,no_motif,,,,0,150
seq5820,A_only,96.0,,,13,150
seq5821,B_only,,87.0,,13,150
seq5822,both,66.0,134.0,60.0,8,150
seq5823,B_only,,129.0,,0,150
seq5824,B_only,,61.0,,0,150
seq5825,both,5.0,76.0,60.0,11,150
seq5826,B_only,,131.0,,14,150
seq5827,B_only,,120.0,,14,150
seq5828,B_only,,90.0,,14,150
seq5829,A_only,39.0,,,13,150
seq5830,A_only,65.0,,,0,150
seq5831,A_only,114.0,,,13,150
seq5832,both,30.0,117.0,80.0,0,150
seq5833,both,9.0,38.0,20.0,13,150
seq5834,B_only,,18.0,,13,150
seq5835,B_only,,35.0,,13,150
seq5836,B_only,,65.0,,13,150
seq5837,both,41.0,78.0,30.0,0,150
seq5838,both,9.0,87.0,70.0,7,150
seq5839,A_only,82.0,,,14,150
seq5840,B_only,,42.0,,0,150
seq5841,B_only,,65.0,,13,150
seq5842,both,53.0,141.0,80.0,7,150
seq5843,B_only,,39.0,,13,150
seq5844,both,58.0,116.0,50.0,8,150
seq5845,B_only,,1.0,,0,150
seq5846,both,9.0,108.0,90.0,6,150
seq5847,both,21.0,69.0,40.0,10,150
seq5848,A_only,53.0,,,14,150
seq5849,both,7.0,118.0,100.0,7,150
seq5850,both,2.0,109.0,100.0,0,150
seq5851,A_only,118.0,,,13,150
seq5852,B_only,,62.0,,14,150
seq5853,both,10.0,109.0,90.0,6,150
seq5854,both,40.0,79.0,30.0,12,150
seq5855,B_only,,54.0,,13,150
seq5856,both,76.0,127.0,40.0,12,150
seq5857,both,31.0,143.0,100.0,8,150
seq5858,both,58.0,107.0,40.0,10,150
seq5859,B_only,,117.0,,13,150
seq5860,both,66.0,117.0,40.0,12,150
seq5861,both,52.0,79.0,20.0,0,150
seq5862,no_motif,,,,15,150
seq5863,A_only,65.0,,,13,150
seq5864,B_only,,24.0,,13,150
seq5865,both,79.0,116.0,30.0,0,150
seq5866,both,36.0,75.0,30.0,11,150
seq5867,both,33.0,95.0,50.0,12,150
seq5868,both,30.0,125.0,80.0,12,150
seq5869,both,21.0,125.0,90.0,10,150
seq5870,no_motif,,,,15,150
seq5871,no_motif,,,,15,150
seq5872,both,32.0,69.0,30.0,0,150
seq5873,both,14.0,61.0,40.0,0,150
seq5874,A_only,59.0,,,13,150
seq5875,A_only,53.0,,,14,150
seq5876,A_only,38.0,,,0,150
seq5877,B_only,,119.0,,13,150
seq5878,both,55.0,137.0,70.0,11,150
seq5879,B_only,,105.0,,13,150
seq5880,both,94.0,131.0,30.0,0,150
seq5881,both,44.0,93.0,40.0,11,150
seq5882,both,121.0,138.0,10.0,0,150
seq5883,B_only,,57.0,,0,150
seq5884,both,14.0,109.0,80.0,12,150
seq5885,both,25.0,103.0,70.0,7,150
seq5886,both,12.0,120.0,100.0,4,150
seq5887,both,10.0,112.0,90.0,9,150
seq5888,both,68.0,125.0,50.0,0,150
seq5889,no_motif,,,,15,150
seq5890,both,56.0,74.0,10.0,12,150
seq5891,B_only,,114.0,,13,150
seq5892,B_only,,18.0,,0,150
seq5893,A_only,31.0,,,0,150
seq5894,A_only,122.0,,,14,150
seq5895,B_only,,62.0,,14,150
seq5896,B_only,,117.0,,13,150
seq5897,A_only,35.0,,,13,150
seq5898,B_only,,135.0,,14,150
seq5899,B_only,,0.0,,0,150
seq5900,A_only,103.0,,,14,150
seq5901,B_only,,134.0,,14,150
seq5902,no_motif,,,,15,150
seq5903,A_only,101.0,,,0,150
seq5904,B_only,,78.0,,13,150
seq5905,B_only,,40.0,,14,150
seq5906,B_only,,59.0,,13,150
seq5907,A_only,99.0,,,13,150
seq5908,B_only,,34.0,,13,150
seq5909,B_only,,104.0,,13,150
seq5910,both,63.0,130.0,60.0,0,150
seq5911,B_only,,21.0,,14,150
seq5912,A_only,74.0,,,13,150
seq5913,both,42.0,100.0,50.0,9,150
seq5914,A_only,83.0,,,0,150
seq5915,B_only,,141.0,,15,150
seq5916,A_only,104.0,,,0,150
seq5917,both,10.0,71.0,50.0,12,150
seq5918,A_only,63.0,,,14,150
seq5919,both,14.0,101.0,80.0,0,150
seq5920,A_only,62.0,,,0,150
seq5921,B_only,,137.0,,14,150
seq5922,A_only,115.0,,,13,150
seq5923,both,26.0,66.0,30.0,12,150
seq5924,B_only,,52.0,,14,150
seq5925,both,18.0,132.0,100.0,9,150
seq5926,B_only,,114.0,,13,150
seq5927,B_only,,44.0,,13,150
seq5928,no_motif,,,,15,150
seq5929,B_only,,133.0,,14,150
seq5930,B_only,,56.0,,13,150
seq5931,both,45.0,143.0,90.0,5,150
seq5932,no_motif,,,,15,150
seq5933,A_only,121.0,,,14,150
seq5934,no_motif,,,,15,150
seq5935,A_only,89.0,,,13,150
seq5936,B_only,,95.0,,13,150
seq5937,both,27.0,120.0,80.0,10,150
seq5938,no_motif,,,,15,150
seq5939,B_only,,70.0,,0,150
seq5940,A_only,54.0,,,13,150
seq5941,both,29.0,67.0,30.0,10,150
seq5942,B_only,,140.0,,15,150
seq5943,both,10.0,81.0,60.0,11,150
seq5944,both,29.0,134.0,90.0,11,150
seq5945,A_only,137.0,,,14,150
seq5946,A_only,8.0,,,0,150
seq5947,B_only,,76.0,,13,150
seq5948,B_only,,113.0,,14,150
seq5949,A_only,130.0,,,14,150
seq5950,both,4.0,118.0,100.0,10,150
seq5951,A_only,106.0,,,13,150
seq5952,both,55.0,124.0,60.0,8,150
seq5953,no_motif,,,,15,150
seq5954,A_only,71.0,,,14,150
seq5955,both,40.0,79.0,30.0,12,150
seq5956,both,98.0,116.0,10.0,12,150
seq5957,both,85.0,133.0,40.0,10,150
seq5958,A_only,37.0,,,0,150
seq5959,both,16.0,45.0,20.0,12,150
seq5960,no_motif,,,,0,150
seq5961,both,11.0,78.0,60.0,0,150
seq5962,B_only,,71.0,,14,150
seq5963,both,40.0,111.0,60.0,11,150
seq5964,B_only,,102.0,,14,150
seq5965,both,103.0,121.0,10.0,13,150
seq5966,both,48.0,115.0,60.0,0,150
seq5967,no_motif,,,,0,150
seq5968,no_motif,,,,15,150
seq5969,A_only,117.0,,,13,150
seq5970,A_only,129.0,,,13,150
seq5971,A_only,101.0,,,0,150
seq5972,B_only,,104.0,,0,150
seq5973,B_only,,128.0,,13,150
seq5974,A_only,42.0,,,0,150
seq5975,both,23.0,120.0,90.0,0,150
seq5976,both,19.0,103.0,70.0,12,150
seq5977,B_only,,133.0,,14,150
seq5978,A_only,42.0,,,14,150
seq5979,A_only,133.0,,,14,150
seq5980,both,37.0,124.0,80.0,0,150
seq5981,both,28.0,57.0,20.0,12,150
seq5982,A_only,109.0,,,13,150
seq5983,A_only,3.0,,,15,150
seq5984,both,4.0,95.0,80.0,9,150
seq5985,B_only,,95.0,,13,150
seq5986,both,11.0,78.0,60.0,0,150
seq5987,both,49.0,127.0,70.0,6,150
seq5988,both,49.0,66.0,10.0,0,150
seq5989,no_motif,,,,15,150
seq5990,both,16.0,94.0,70.0,6,150
seq5991,both,4.0,33.0,20.0,14,150
seq5992,B_only,,84.0,,13,150
seq5993,both,25.0,141.0,100.0,12,150
seq5994,both,74.0,102.0,20.0,12,150
seq5995,B_only,,84.0,,0,150
seq5996,both,31.0,115.0,70.0,12,150
seq5997,both,20.0,126.0,90.0,12,150
seq5998,both,101.0,119.0,10.0,13,150
seq5999,both,15.0,96.0,70.0,9,150
seq6000,B_only,,99.0,,13,150
seq6001,A_only,72.0,,,14,150
seq6002,A_only,48.0,,,13,150
seq6003,A_only,9.0,,,14,150
seq6004,B_only,,121.0,,14,150
seq6005,both,5.0,112.0,100.0,0,150
seq6006,no_motif,,,,0,150
seq6007,A_only,7.0,,,14,150
seq6008,A_only,9.0,,,14,150
seq6009,B_only,,128.0,,13,150
seq6010,both,39.0,117.0,70.0,6,150
seq6011,A_only,106.0,,,13,150
seq6012,both,93.0,133.0,30.0,13,150
seq6013,both,58.0,135.0,70.0,0,150
seq6014,A_only,7.0,,,14,150
seq6015,B_only,,32.0,,14,150
seq6016,B_only,,107.0,,13,150
seq6017,both,63.0,134.0,60.0,11,150
seq6018,A_only,53.0,,,14,150
seq6019,A_only,13.0,,,0,150
seq6020,B_only,,92.0,,14,150
seq6021,both,120.0,137.0,10.0,0,150
seq6022,both,43.0,112.0,60.0,9,150
seq6023,B_only,,17.0,,13,150
seq6024,A_only,124.0,,,13,150
seq6025,B_only,,50.0,,14,150
seq6026,both,7.0,100.0,80.0,11,150
seq6027,both,42.0,132.0,80.0,8,150
seq6028,both,0.0,90.0,80.0,8,150
seq6029,B_only,,29.0,,13,150
seq6030,A_only,78.0,,,0,150
seq6031,both,65.0,114.0,40.0,10,150
seq6032,no_motif,,,,15,150
seq6033,A_only,41.0,,,14,150
seq6034,no_motif,,,,15,150
seq6035,both,5.0,105.0,90.0,7,150
seq6036,no_motif,,,,15,150
seq6037,both,34.0,123.0,80.0,7,150
seq6038,no_motif,,,,15,150
seq6039,both,4.0,75.0,60.0,11,150
seq6040,B_only,,85.0,,0,150
seq6041,both,6.0,97.0,80.0,9,150
seq6042,A_only,71.0,,,14,150
seq6043,both,53.0,126.0,60.0,12,150
seq6044,both,52.0,123.0,60.0,11,150
seq6045,both,10.0,101.0,80.0,9,150
seq6046,B_only,,111.0,,0,150
seq6047,A_only,84.0,,,13,150
seq6048,both,15.0,33.0,10.0,13,150
seq6049,both,7.0,94.0,80.0,0,150
seq6050,both,35.0,74.0,30.0,11,150
seq6051,both,41.0,136.0,80.0,13,150
seq6052,both,8.0,45.0,30.0,0,150
seq6053,both,41.0,108.0,60.0,0,150
seq6054,both,59.0,132.0,60.0,12,150
seq6055,no_motif,,,,15,150
seq6056,both,18.0,91.0,60.0,12,150
seq6057,A_only,64.0,,,13,150
seq6058,A_only,103.0,,,14,150
seq6059,both,21.0,113.0,80.0,10,150
seq6060,A_only,43.0,,,14,150
seq6061,A_only,113.0,,,0,150
seq6062,A_only,82.0,,,0,150
seq6063,B_only,,33.0,,14,150
seq6064,B_only,,117.0,,0,150
seq6065,B_only,,40.0,,14,150
seq6066,no_motif,,,,15,150
seq6067,A_only,129.0,,,13,150
seq6068,both,24.0,136.0,100.0,8,150
seq6069,both,63.0,123.0,50.0,11,150
seq6070,B_only,,66.0,,13,150
seq6071,both,28.0,105.0,70.0,0,150
seq6072,both,31.0,142.0,100.0,8,150
seq6073,both,73.0,120.0,40.0,0,150
seq6074,both,48.0,65.0,10.0,0,150
seq6075,B_only,,90.0,,14,150
seq6076,B_only,,16.0,,13,150
seq6077,both,7.0,45.0,30.0,11,150
seq6078,both,96.0,133.0,30.0,0,150
seq6079,both,10.0,122.0,100.0,8,150
seq6080,both,38.0,56.0,10.0,12,150
seq6081,both,61.0,140.0,70.0,9,150
seq6082,both,1.0,90.0,80.0,8,150
seq6083,B_only,,132.0,,14,150
seq6084,both,28.0,143.0,100.0,10,150
seq6085,B_only,,40.0,,14,150
seq6086,both,79.0,97.0,10.0,12,150
seq6087,A_only,88.0,,,13,150
seq6088,A_only,76.0,,,13,150
seq6089,A_only,120.0,,,14,150
seq6090,A_only,78.0,,,13,150
seq6091,both,5.0,67.0,50.0,13,150
seq6092,B_only,,51.0,,14,150
seq6093,B_only,,57.0,,0,150
seq6094,both,11.0,38.0,20.0,0,150
seq6095,both,49.0,78.0,20.0,12,150
seq6096,no_motif,,,,15,150
seq6097,B_only,,118.0,,13,150
seq6098,no_motif,,,,15,150
seq6099,A_only,111.0,,,14,150
seq6100,both,31.0,49.0,10.0,13,150
seq6101,A_only,70.0,,,0,150
seq6102,no_motif,,,,0,150
seq6103,A_only,142.0,,,15,150
seq6104,B_only,,21.0,,14,150
seq6105,B_only,,25.0,,13,150
seq6106,both,52.0,114.0,50.0,12,150
seq6107,A_only,84.0,,,0,150
seq6108,A_only,118.0,,,0,150
seq6109,A_only,99.0,,,13,150
seq6110,no_motif,,,,15,150
seq6111,A_only,142.0,,,0,150
seq6112,both,91.0,139.0,40.0,11,150
seq6113,B_only,,106.0,,13,150
seq6114,A_only,87.0,,,13,150
seq6115,both,1.0,72.0,60.0,12,150
seq6116,A_only,58.0,,,13,150
seq6117,A_only,75.0,,,13,150
seq6118,both,18.0,132.0,100.0,9,150
seq6119,both,33.0,117.0,70.0,12,150
seq6120,B_only,,120.0,,0,150
seq6121,A_only,40.0,,,14,150
seq6122,B_only,,50.0,,0,150
seq6123,B_only,,67.0,,13,150
seq6124,no_motif,,,,15,150
seq6125,both,59.0,98.0,30.0,11,150
seq6126,B_only,,127.0,,13,150
seq6127,both,102.0,131.0,20.0,13,150
seq6128,B_only,,48.0,,13,150
seq6129,both,5.0,88.0,70.0,12,150
seq6130,A_only,54.0,,,13,150
seq6131,A_only,58.0,,,13,150
seq6132,both,9.0,48.0,30.0,12,150
seq6133,both,78.0,129.0,40.0,12,150
seq6134,A_only,31.0,,,14,150
seq6135,both,30.0,111.0,70.0,10,150
seq6136,A_only,39.0,,,13,150
seq6137,both,54.0,91.0,30.0,0,150
seq6138,B_only,,77.0,,13,150
seq6139,B_only,,56.0,,0,150
seq6140,both,20.0,100.0,70.0,9,150
seq6141,A_only,94.0,,,13,150
seq6142,both,73.0,140.0,60.0,0,150
seq6143,A_only,2.0,,,15,150
seq6144,A_only,107.0,,,0,150
seq6145,no_motif,,,,15,150
seq6146,B_only,,131.0,,14,150
seq6147,B_only,,69.0,,0,150
seq6148,A_only,103.0,,,14,150
seq6149,no_motif,,,,15,150
seq6150,A_only,94.0,,,13,150
seq6151,no_motif,,,,15,150
seq6152,A_only,125.0,,,0,150
seq6153,both,44.0,124.0,70.0,8,150
seq6154,both,39.0,126.0,80.0,0,150
seq6155,both,43.0,140.0,90.0,0,150
seq6156,no_motif,,,,15,150
seq6157,A_only,3.0,,,15,150
seq6158,both,57.0,130.0,60.0,12,150
seq6159,both,23.0,80.0,50.0,0,150
seq6160,no_motif,,,,15,150
seq6161,both,70.0,88.0,10.0,13,150
seq6162,both,114.0,131.0,10.0,0,150
seq6163,both,67.0,134.0,60.0,0,150
seq6164,B_only,,41.0,,0,150
seq6165,no_motif,,,,15,150
seq6166,A_only,82.0,,,0,150
seq6167,both,1.0,71.0,60.0,11,150
seq6168,both,2.0,93.0,80.0,10,150
seq6169,both,33.0,110.0,70.0,0,150
seq6170,B_only,,143.0,,14,150
seq6171,A_only,29.0,,,13,150
seq6172,both,13.0,118.0,90.0,11,150
seq6173,B_only,,99.0,,13,150
seq6174,A_only,24.0,,,13,150
seq6175,both,78.0,138.0,50.0,11,150
seq6176,A_only,11.0,,,0,150
seq6177,B_only,,103.0,,0,150
seq6178,both,8.0,115.0,100.0,0,150
seq6179,B_only,,118.0,,0,150
seq6180,B_only,,54.0,,13,150
seq6181,A_only,139.0,,,14,150
seq6182,A_only,84.0,,,13,150
seq6183,A_only,72.0,,,14,150
seq6184,both,31.0,108.0,70.0,0,150
seq6185,both,115.0,133.0,10.0,13,150
seq6186,both,36.0,107.0,60.0,10,150
seq6187,both,12.0,59.0,40.0,0,150
seq6188,both,9.0,36.0,20.0,0,150
seq6189,both,27.0,107.0,70.0,8,150
seq6190,both,12.0,83.0,60.0,11,150
seq6191,A_only,4.0,,,14,150
seq6192,A_only,110.0,,,0,150
seq6193,B_only,,63.0,,0,150
seq6194,both,39.0,141.0,90.0,9,150
seq6195,both,5.0,111.0,90.0,13,150
seq6196,B_only,,77.0,,13,150
seq6197,B_only,,59.0,,13,150
seq6198,both,1.0,82.0,70.0,11,150
seq6199,both,60.0,141.0,70.0,11,150
seq6200,both,115.0,133.0,10.0,13,150
seq6201,both,29.0,140.0,100.0,7,150
seq6202,A_only,58.0,,,0,150
seq6203,A_only,36.0,,,13,150
seq6204,B_only,,35.0,,0,150
seq6205,B_only,,23.0,,0,150
seq6206,A_only,41.0,,,14,150
seq6207,both,5.0,104.0,90.0,6,150
seq6208,both,24.0,72.0,40.0,10,150
seq6209,A_only,52.0,,,14,150
seq6210,B_only,,81.0,,0,150
seq6211,no_motif,,,,0,150
seq6212,B_only,,39.0,,13,150
seq6213,both,114.0,141.0,20.0,0,150
seq6214,A_only,72.0,,,14,150
seq6215,B_only,,100.0,,14,150
seq6216,both,56.0,136.0,70.0,9,150
seq6217,A_only,5.0,,,14,150
seq6218,A_only,65.0,,,0,150
seq6219,both,6.0,94.0,80.0,6,150
seq6220,no_motif,,,,15,150
seq6221,A_only,52.0,,,14,150
seq6222,both,8.0,55.0,40.0,0,150
seq6223,B_only,,29.0,,13,150
seq6224,both,41.0,78.0,30.0,0,150
seq6225,A_only,15.0,,,13,150
seq6226,both,21.0,80.0,50.0,10,150
seq6227,A_only,70.0,,,14,150
seq6228,both,8.0,101.0,80.0,11,150
seq6229,both,9.0,111.0,90.0,9,150
seq6230,both,3.0,70.0,60.0,0,150
seq6231,B_only,,143.0,,0,150
seq6232,both,2.0,93.0,80.0,10,150
seq6233,B_only,,31.0,,14,150
seq6234,A_only,73.0,,,14,150
seq6235,B_only,,53.0,,14,150
seq6236,B_only,,25.0,,13,150
seq6237,B_only,,52.0,,14,150
seq6238,A_only,39.0,,,13,150
seq6239,B_only,,111.0,,14,150
seq6240,B_only,,27.0,,13,150
seq6241,A_only,96.0,,,13,150
seq6242,no_motif,,,,15,150
seq6243,both,20.0,113.0,80.0,11,150
seq6244,A_only,52.0,,,14,150
seq6245,both,22.0,121.0,90.0,6,150
seq6246,A_only,55.0,,,13,150
seq6247,A_only,8.0,,,14,150
seq6248,A_only,93.0,,,14,150
seq6249,no_motif,,,,15,150
seq6250,both,42.0,139.0,90.0,0,150
seq6251,no_motif,,,,0,150
seq6252,both,20.0,120.0,90.0,7,150
seq6253,B_only,,86.0,,13,150
seq6254,B_only,,38.0,,13,150
seq6255,both,86.0,124.0,30.0,10,150
seq6256,both,9.0,119.0,100.0,6,150
seq6257,both,34.0,133.0,90.0,6,150
seq6258,no_motif,,,,15,150
seq6259,no_motif,,,,15,150
seq6260,A_only,73.0,,,14,150
seq6261,both,50.0,79.0,20.0,13,150
seq6262,both,43.0,90.0,40.0,0,150
seq6263,both,17.0,57.0,30.0,12,150
seq6264,A_only,6.0,,,14,150
seq6265,both,4.0,85.0,70.0,10,150
seq6266,both,41.0,108.0,60.0,0,150
seq6267,B_only,,96.0,,0,150
seq6268,A_only,124.0,,,13,150
seq6269,A_only,134.0,,,14,150
seq6270,A_only,109.0,,,0,150
seq6271,both,74.0,111.0,30.0,0,150
seq6272,both,40.0,110.0,60.0,10,150
seq6273,A_only,134.0,,,14,150
seq6274,B_only,,44.0,,13,150
seq6275,B_only,,89.0,,13,150
seq6276,B_only,,69.0,,13,150
seq6277,both,6.0,35.0,20.0,13,150
seq6278,B_only,,21.0,,14,150
seq6279,B_only,,125.0,,13,150
seq6280,both,39.0,78.0,30.0,11,150
seq6281,no_motif,,,,15,150
seq6282,A_only,44.0,,,13,150
seq6283,both,9.0,115.0,90.0,12,150
seq6284,both,44.0,105.0,50.0,11,150
seq6285,B_only,,43.0,,14,150
seq6286,both,9.0,77.0,60.0,8,150
seq6287,A_only,18.0,,,13,150
seq6288,both,67.0,95.0,20.0,11,150
seq6289,B_only,,71.0,,0,150
seq6290,both,6.0,74.0,60.0,8,150
seq6291,both,20.0,112.0,80.0,10,150
seq6292,both,1.0,39.0,30.0,12,150
seq6293,both,37.0,117.0,70.0,8,150
seq6294,both,50.0,77.0,20.0,0,150
seq6295,both,37.0,118.0,70.0,9,150
seq6296,B_only,,83.0,,14,150
seq6297,both,15.0,77.0,50.0,12,150
seq6298,B_only,,132.0,,0,150
seq6299,B_only,,95.0,,0,150
seq6300,both,52.0,90.0,30.0,11,150
seq6301,A_only,118.0,,,13,150
seq6302,no_motif,,,,15,150
seq6303,B_only,,123.0,,14,150
seq6304,both,43.0,131.0,80.0,6,150
seq6305,both,70.0,88.0,10.0,13,150
seq6306,both,21.0,91.0,60.0,10,150
seq6307,no_motif,,,,15,150
seq6308,A_only,74.0,,,13,150
seq6309,both,35.0,122.0,80.0,0,150
seq6310,A_only,105.0,,,0,150
seq6311,B_only,,81.0,,14,150
seq6312,B_only,,78.0,,13,150
seq6313,both,12.0,29.0,10.0,0,150
seq6314,both,47.0,125.0,70.0,6,150
seq6315,B_only,,133.0,,0,150
seq6316,both,16.0,113.0,90.0,0,150
seq6317,no_motif,,,,15,150
seq6318,both,83.0,101.0,10.0,13,150
seq6319,B_only,,120.0,,0,150
seq6320,both,76.0,127.0,40.0,12,150
seq6321,A_only,70.0,,,14,150
seq6322,no_motif,,,,0,150
seq6323,both,70.0,110.0,30.0,13,150
seq6324,both,56.0,137.0,70.0,10,150
seq6325,no_motif,,,,0,150
seq6326,both,85.0,132.0,40.0,0,150
seq6327,B_only,,103.0,,14,150
seq6328,no_motif,,,,15,150
seq6329,B_only,,93.0,,14,150
seq6330,A_only,27.0,,,13,150
seq6331,both,29.0,46.0,10.0,0,150
seq6332,both,40.0,68.0,20.0,12,150
seq6333,both,38.0,89.0,40.0,12,150
seq6334,A_only,140.0,,,15,150
seq6335,both,91.0,108.0,10.0,0,150
seq6336,B_only,,87.0,,13,150
seq6337,A_only,36.0,,,13,150
seq6338,both,21.0,38.0,10.0,0,150
seq6339,A_only,31.0,,,14,150
seq6340,B_only,,136.0,,14,150
seq6341,B_only,,53.0,,14,150
seq6342,both,45.0,94.0,40.0,10,150
seq6343,both,42.0,112.0,60.0,10,150
seq6344,A_only,44.0,,,13,150
seq6345,both,29.0,47.0,10.0,12,150
seq6346,A_only,30.0,,,14,150
seq6347,both,21.0,102.0,70.0,10,150
seq6348,both,22.0,113.0,80.0,9,150
seq6349,both,26.0,97.0,60.0,10,150
seq6350,both,65.0,83.0,10.0,13,150
seq6351,B_only,,28.0,,0,150
seq6352,B_only,,96.0,,13,150
seq6353,both,10.0,93.0,70.0,12,150
seq6354,A_only,50.0,,,0,150
seq6355,both,59.0,109.0,40.0,11,150
seq6356,B_only,,126.0,,0,150
seq6357,both,47.0,124.0,70.0,0,150
seq6358,A_only,24.0,,,13,150
seq6359,no_motif,,,,15,150
seq6360,B_only,,138.0,,0,150
seq6361,no_motif,,,,0,150
seq6362,no_motif,,,,15,150
seq6363,B_only,,113.0,,14,150
seq6364,A_only,101.0,,,14,150
seq6365,no_motif,,,,15,150
seq6366,A_only,106.0,,,0,150
seq6367,A_only,59.0,,,13,150
seq6368,B_only,,54.0,,13,150
seq6369,both,57.0,141.0,70.0,13,150
seq6370,B_only,,115.0,,13,150
seq6371,A_only,65.0,,,13,150
seq6372,both,2.0,91.0,80.0,8,150
seq6373,both,2.0,39.0,30.0,0,150
seq6374,both,3.0,73.0,60.0,11,150
seq6375,B_only,,47.0,,0,150
seq6376,B_only,,133.0,,14,150
seq6377,B_only,,100.0,,14,150
seq6378,B_only,,106.0,,13,150
seq6379,both,8.0,69.0,50.0,12,150
seq6380,both,48.0,129.0,70.0,9,150
seq6381,both,29.0,96.0,60.0,0,150
seq6382,both,25.0,132.0,100.0,0,150
seq6383,A_only,4.0,,,14,150
seq6384,both,35.0,106.0,60.0,10,150
seq6385,both,67.0,96.0,20.0,12,150
seq6386,both,7.0,115.0,100.0,4,150
seq6387,no_motif,,,,0,150
seq6388,A_only,8.0,,,14,150
seq6389,both,53.0,134.0,70.0,10,150
seq6390,B_only,,23.0,,0,150
seq6391,A_only,83.0,,,14,150
seq6392,both,15.0,52.0,30.0,0,150
seq6393,A_only,86.0,,,13,150
seq6394,both,71.0,108.0,30.0,0,150
seq6395,both,21.0,135.0,100.0,10,150
seq6396,both,55.0,112.0,50.0,0,150
seq6397,no_motif,,,,15,150
seq6398,A_only,136.0,,,14,150
seq6399,both,38.0,135.0,90.0,0,150
seq6400,B_only,,26.0,,13,150
seq6401,A_only,117.0,,,0,150
seq6402,B_only,,22.0,,14,150
seq6403,A_only,88.0,,,13,150
seq6404,both,7.0,79.0,60.0,12,150
seq6405,both,80.0,109.0,20.0,13,150
seq6406,B_only,,7.0,,14,150
seq6407,B_only,,109.0,,13,150
seq6408,A_only,62.0,,,14,150
seq6409,both,78.0,140.0,50.0,13,150
seq6410,both,60.0,100.0,30.0,13,150
seq6411,both,13.0,97.0,70.0,12,150
seq6412,both,22.0,139.0,100.0,13,150
seq6413,A_only,36.0,,,13,150
seq6414,B_only,,52.0,,14,150
seq6415,B_only,,56.0,,13,150
seq6416,both,1.0,90.0,80.0,8,150
seq6417,both,13.0,53.0,30.0,13,150
seq6418,B_only,,70.0,,0,150
seq6419,both,67.0,124.0,50.0,0,150
seq6420,both,70.0,143.0,60.0,13,150
seq6421,both,92.0,142.0,40.0,13,150
seq6422,both,32.0,125.0,80.0,10,150
seq6423,both,111.0,139.0,20.0,13,150
seq6424,B_only,,120.0,,0,150
seq6425,A_only,102.0,,,14,150
