id,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_per_sequence,del_between
seq9098,29.0,76.0,40.0,0,0.0
seq9106,27.0,64.0,30.0,0,0.0
seq9108,76.0,125.0,40.0,10,2.0
seq9112,3.0,43.0,30.0,14,3.0
seq9114,74.0,143.0,60.0,9,2.0
seq9115,120.0,138.0,10.0,14,1.0
seq9116,15.0,77.0,50.0,12,5.0
seq9117,24.0,123.0,90.0,6,2.0
seq9118,13.0,73.0,50.0,11,3.0
seq9121,2.0,83.0,70.0,11,4.0
seq9123,26.0,138.0,100.0,8,5.0
seq9125,5.0,82.0,70.0,0,0.0
seq9128,58.0,138.0,70.0,9,3.0
seq9134,44.0,103.0,50.0,10,2.0
seq9136,109.0,137.0,20.0,12,1.0
seq9138,18.0,97.0,70.0,7,2.0
seq9139,9.0,37.0,20.0,12,1.0
seq9140,3.0,75.0,60.0,12,5.0
seq9142,43.0,80.0,30.0,0,0.0
seq9148,55.0,115.0,50.0,10,3.0
seq9150,20.0,38.0,10.0,13,1.0
seq9154,24.0,102.0,70.0,7,1.0
seq9158,44.0,128.0,70.0,12,7.0
seq9160,49.0,76.0,20.0,0,0.0
seq9161,101.0,140.0,30.0,13,2.0
seq9162,0.0,115.0,100.0,10,8.0
seq9164,32.0,72.0,30.0,13,3.0
seq9167,28.0,115.0,80.0,0,0.0
seq9173,20.0,49.0,20.0,13,2.0
seq9175,102.0,119.0,10.0,0,0.0
seq9176,42.0,139.0,90.0,0,0.0
seq9180,6.0,113.0,100.0,0,0.0
seq9183,21.0,39.0,10.0,13,1.0
seq9184,72.0,109.0,30.0,0,0.0
seq9185,6.0,46.0,30.0,13,3.0
seq9186,44.0,93.0,40.0,11,2.0
seq9189,38.0,108.0,60.0,9,3.0
seq9196,124.0,142.0,10.0,14,1.0
seq9197,28.0,101.0,60.0,12,6.0
seq9198,16.0,65.0,40.0,10,2.0
seq9200,102.0,130.0,20.0,12,1.0
seq9203,49.0,140.0,80.0,9,4.0
seq9206,1.0,49.0,40.0,11,1.0
seq9209,8.0,115.0,100.0,0,0.0
seq9213,49.0,126.0,70.0,0,0.0
seq9216,45.0,129.0,70.0,12,7.0
seq9222,21.0,132.0,100.0,7,4.0
seq9227,20.0,70.0,40.0,12,3.0
seq9229,35.0,142.0,100.0,0,0.0
seq9231,1.0,108.0,100.0,0,0.0
seq9232,16.0,130.0,100.0,9,7.0
seq9235,0.0,70.0,60.0,10,3.0
seq9236,23.0,136.0,100.0,9,6.0
seq9238,23.0,62.0,30.0,12,2.0
seq9242,30.0,79.0,40.0,11,2.0
seq9243,27.0,78.0,40.0,12,4.0
seq9244,75.0,114.0,30.0,11,2.0
seq9247,1.0,101.0,90.0,8,3.0
seq9253,36.0,75.0,30.0,11,2.0
seq9255,4.0,119.0,100.0,11,8.0
seq9257,10.0,70.0,50.0,11,3.0
seq9261,29.0,118.0,80.0,6,2.0
seq9264,6.0,111.0,90.0,12,8.0
seq9279,97.0,134.0,30.0,0,0.0
seq9280,27.0,114.0,80.0,0,0.0
seq9282,52.0,91.0,30.0,12,2.0
seq9284,9.0,106.0,90.0,0,0.0
seq9289,17.0,45.0,20.0,11,1.0
seq9291,74.0,124.0,40.0,11,3.0
seq9294,52.0,101.0,40.0,11,2.0
seq9298,85.0,122.0,30.0,0,0.0
seq9307,0.0,49.0,40.0,11,2.0
seq9311,45.0,114.0,60.0,8,2.0
seq9312,9.0,96.0,80.0,0,0.0
seq9313,32.0,93.0,50.0,12,4.0
seq9320,105.0,132.0,20.0,0,0.0
seq9321,31.0,71.0,30.0,13,3.0
seq9327,81.0,110.0,20.0,13,2.0
seq9329,50.0,122.0,60.0,12,5.0
seq9331,34.0,143.0,100.0,5,2.0
seq9335,19.0,67.0,40.0,9,1.0
seq9338,5.0,114.0,100.0,5,2.0
seq9339,29.0,124.0,80.0,11,8.0
seq9349,123.0,140.0,10.0,0,0.0
seq9357,8.0,81.0,60.0,13,6.0
seq9359,45.0,135.0,80.0,8,3.0
seq9360,114.0,142.0,20.0,13,1.0
seq9364,12.0,29.0,10.0,0,0.0
seq9365,10.0,68.0,50.0,9,1.0
seq9368,52.0,101.0,40.0,11,2.0
seq9371,76.0,116.0,30.0,12,3.0
seq9379,74.0,91.0,10.0,0,0.0
seq9381,47.0,84.0,30.0,0,0.0
seq9387,29.0,66.0,30.0,0,0.0
seq9388,27.0,77.0,40.0,11,3.0
seq9390,72.0,120.0,40.0,10,1.0
seq9392,23.0,130.0,100.0,0,0.0
seq9394,25.0,82.0,50.0,0,0.0
seq9397,2.0,20.0,10.0,14,1.0
seq9404,10.0,69.0,50.0,10,2.0
seq9408,15.0,102.0,80.0,0,0.0
seq9409,26.0,121.0,80.0,12,8.0
seq9414,39.0,68.0,20.0,12,2.0
seq9416,25.0,113.0,80.0,6,1.0
seq9418,75.0,102.0,20.0,0,0.0
seq9420,29.0,133.0,90.0,10,7.0
seq9422,19.0,126.0,100.0,0,0.0
seq9426,57.0,107.0,40.0,11,3.0
seq9427,35.0,84.0,40.0,10,2.0
seq9431,37.0,143.0,90.0,12,9.0
seq9432,12.0,112.0,90.0,7,3.0
seq9436,38.0,115.0,70.0,0,0.0
seq9439,59.0,129.0,60.0,9,3.0
seq9442,20.0,80.0,50.0,11,3.0
seq9445,15.0,42.0,20.0,0,0.0
seq9448,39.0,109.0,60.0,9,3.0
seq9449,25.0,124.0,90.0,5,2.0
seq9450,39.0,117.0,70.0,6,1.0
seq9451,37.0,135.0,90.0,5,1.0
seq9454,2.0,63.0,50.0,13,4.0
seq9455,95.0,112.0,10.0,0,0.0
seq9458,64.0,113.0,40.0,11,2.0
seq9460,1.0,50.0,40.0,12,2.0
seq9463,119.0,137.0,10.0,13,1.0
seq9464,7.0,124.0,100.0,12,10.0
seq9465,29.0,116.0,80.0,0,0.0
seq9466,19.0,67.0,40.0,9,1.0
seq9467,40.0,122.0,70.0,11,5.0
seq9472,10.0,127.0,100.0,12,10.0
seq9473,42.0,142.0,90.0,8,3.0
seq9480,82.0,130.0,40.0,10,1.0
seq9481,19.0,69.0,40.0,11,3.0
seq9484,92.0,129.0,30.0,0,0.0
seq9488,68.0,129.0,50.0,11,4.0
seq9489,16.0,86.0,60.0,9,3.0
seq9490,68.0,105.0,30.0,0,0.0
seq9491,102.0,131.0,20.0,13,2.0
seq9492,25.0,62.0,30.0,0,0.0
seq9493,19.0,56.0,30.0,0,0.0
seq9497,16.0,78.0,50.0,12,5.0
seq9498,59.0,132.0,60.0,12,6.0
seq9499,42.0,101.0,50.0,10,2.0
seq9504,10.0,107.0,90.0,0,0.0
seq9505,24.0,107.0,70.0,11,6.0
seq9507,11.0,68.0,50.0,0,0.0
seq9509,30.0,117.0,80.0,0,0.0
seq9514,38.0,135.0,90.0,0,0.0
seq9517,21.0,138.0,100.0,13,10.0
seq9521,81.0,120.0,30.0,12,2.0
seq9522,25.0,84.0,50.0,9,2.0
seq9523,51.0,69.0,10.0,13,1.0
seq9527,60.0,87.0,20.0,0,0.0
seq9528,90.0,117.0,20.0,0,0.0
seq9533,27.0,67.0,30.0,12,3.0
seq9537,53.0,81.0,20.0,12,1.0
seq9539,84.0,135.0,40.0,13,4.0
seq9540,26.0,110.0,70.0,12,7.0
seq9542,60.0,139.0,70.0,9,2.0
seq9548,21.0,110.0,80.0,7,2.0
seq9550,8.0,48.0,30.0,13,3.0
seq9553,19.0,37.0,10.0,12,1.0
seq9554,79.0,136.0,50.0,0,0.0
seq9556,24.0,105.0,70.0,9,4.0
seq9566,38.0,85.0,40.0,0,0.0
seq9567,78.0,117.0,30.0,11,2.0
seq9569,101.0,140.0,30.0,13,2.0
seq9572,46.0,105.0,50.0,9,2.0
seq9574,4.0,121.0,100.0,13,10.0
seq9576,85.0,103.0,10.0,13,1.0
seq9579,35.0,124.0,80.0,6,2.0
seq9581,38.0,135.0,90.0,0,0.0
seq9583,61.0,129.0,60.0,8,1.0
seq9585,14.0,96.0,70.0,10,5.0
seq9586,47.0,64.0,10.0,0,0.0
seq9587,34.0,121.0,80.0,0,0.0
seq9588,26.0,76.0,40.0,11,3.0
seq9590,33.0,84.0,40.0,12,4.0
seq9591,18.0,108.0,80.0,7,3.0
seq9595,19.0,88.0,60.0,8,2.0
seq9598,26.0,93.0,60.0,0,0.0
seq9601,10.0,60.0,40.0,12,3.0
seq9602,3.0,110.0,100.0,0,0.0
seq9606,42.0,71.0,20.0,13,2.0
seq9608,20.0,117.0,90.0,0,0.0
seq9611,21.0,105.0,70.0,12,7.0
seq9613,1.0,101.0,90.0,8,3.0
seq9624,27.0,143.0,100.0,11,9.0
seq9625,37.0,95.0,50.0,8,1.0
seq9630,33.0,140.0,100.0,0,0.0
seq9631,6.0,122.0,100.0,12,9.0
seq9633,13.0,51.0,30.0,11,1.0
seq9634,71.0,131.0,50.0,11,3.0
seq9638,5.0,76.0,60.0,11,4.0
seq9641,15.0,97.0,70.0,10,5.0
seq9642,16.0,64.0,40.0,9,1.0
seq9647,48.0,76.0,20.0,11,1.0
seq9648,8.0,89.0,70.0,10,4.0
seq9649,44.0,73.0,20.0,13,2.0
seq9653,31.0,104.0,60.0,12,6.0
seq9655,4.0,97.0,80.0,11,6.0
seq9656,35.0,123.0,80.0,6,1.0
seq9657,41.0,79.0,30.0,11,1.0
seq9671,19.0,113.0,80.0,11,7.0
seq9677,55.0,125.0,60.0,9,3.0
seq9679,5.0,122.0,100.0,13,10.0
seq9681,118.0,136.0,10.0,13,1.0
seq9685,27.0,94.0,60.0,0,0.0
seq9687,60.0,122.0,50.0,13,5.0
seq9689,8.0,111.0,90.0,10,6.0
seq9690,37.0,117.0,70.0,8,3.0
seq9691,82.0,121.0,30.0,12,2.0
seq9693,30.0,69.0,30.0,12,2.0
seq9702,88.0,137.0,40.0,11,2.0
seq9708,79.0,119.0,30.0,12,3.0
seq9713,31.0,114.0,70.0,11,6.0
seq9719,16.0,78.0,50.0,12,5.0
seq9723,77.0,126.0,40.0,10,2.0
seq9724,70.0,138.0,60.0,9,1.0
seq9725,48.0,66.0,10.0,12,1.0
seq9732,67.0,137.0,60.0,10,3.0
seq9733,21.0,39.0,10.0,13,1.0
seq9734,86.0,125.0,30.0,11,2.0
seq9736,21.0,72.0,40.0,13,4.0
seq9744,78.0,115.0,30.0,0,0.0
seq9745,19.0,46.0,20.0,0,0.0
seq9747,56.0,129.0,60.0,12,6.0
seq9748,98.0,135.0,30.0,0,0.0
seq9749,85.0,122.0,30.0,0,0.0
seq9753,60.0,99.0,30.0,12,2.0
seq9754,78.0,125.0,40.0,0,0.0
seq9755,12.0,124.0,100.0,7,5.0
seq9756,52.0,114.0,50.0,12,5.0
seq9757,43.0,133.0,80.0,8,3.0
seq9758,29.0,47.0,10.0,12,1.0
seq9760,95.0,123.0,20.0,12,1.0
seq9761,5.0,64.0,50.0,10,2.0
seq9763,40.0,67.0,20.0,0,0.0
seq9766,19.0,66.0,40.0,0,0.0
seq9774,42.0,70.0,20.0,12,1.0
seq9775,60.0,131.0,60.0,11,4.0
seq9776,12.0,80.0,60.0,8,1.0
seq9777,61.0,141.0,70.0,10,3.0
seq9780,48.0,98.0,40.0,11,3.0
seq9782,59.0,77.0,10.0,12,1.0
seq9785,3.0,87.0,70.0,13,7.0
seq9786,40.0,58.0,10.0,13,1.0
seq9789,68.0,119.0,40.0,12,4.0
seq9799,53.0,71.0,10.0,13,1.0
seq9803,15.0,125.0,100.0,5,3.0
seq9804,5.0,34.0,20.0,13,2.0
seq9807,26.0,116.0,80.0,7,3.0
seq9809,36.0,84.0,40.0,9,1.0
seq9820,89.0,126.0,30.0,0,0.0
seq9821,23.0,129.0,90.0,12,9.0
seq9824,31.0,133.0,90.0,9,5.0
seq9827,11.0,29.0,10.0,13,1.0
seq9830,10.0,83.0,60.0,13,6.0
seq9831,26.0,55.0,20.0,12,2.0
seq9833,35.0,97.0,50.0,12,5.0
seq9836,108.0,136.0,20.0,12,1.0
seq9839,35.0,129.0,80.0,11,7.0
seq9841,16.0,89.0,60.0,12,6.0
seq9842,26.0,119.0,80.0,10,6.0
seq9843,2.0,39.0,30.0,0,0.0
seq9844,27.0,66.0,30.0,11,2.0
seq9846,12.0,129.0,100.0,12,10.0
seq9854,50.0,129.0,70.0,8,2.0
seq9857,25.0,104.0,70.0,7,2.0
seq9859,59.0,141.0,70.0,11,5.0
seq9862,20.0,117.0,90.0,0,0.0
seq9865,11.0,99.0,80.0,6,1.0
seq9867,11.0,51.0,30.0,13,3.0
seq9868,2.0,39.0,30.0,0,0.0
seq9871,44.0,103.0,50.0,10,2.0
seq9873,21.0,128.0,100.0,0,0.0
seq9876,43.0,136.0,80.0,11,6.0
seq9878,75.0,93.0,10.0,13,1.0
seq9881,20.0,107.0,80.0,0,0.0
seq9883,34.0,93.0,50.0,10,2.0
seq9884,79.0,97.0,10.0,12,1.0
seq9889,0.0,116.0,100.0,11,9.0
seq9890,74.0,111.0,30.0,0,0.0
seq9896,22.0,121.0,90.0,6,2.0
seq9897,40.0,137.0,90.0,0,0.0
seq9900,61.0,110.0,40.0,11,2.0
seq9901,21.0,92.0,60.0,11,4.0
seq9902,32.0,94.0,50.0,12,5.0
seq9905,10.0,94.0,70.0,12,7.0
seq9911,33.0,71.0,30.0,11,1.0
seq9912,25.0,108.0,70.0,11,6.0
seq9913,4.0,106.0,90.0,9,5.0
seq9917,51.0,132.0,70.0,10,4.0
seq9920,100.0,129.0,20.0,13,2.0
seq9922,121.0,139.0,10.0,14,1.0
seq9924,51.0,78.0,20.0,0,0.0
seq9927,57.0,106.0,40.0,10,2.0
seq9928,65.0,102.0,30.0,0,0.0
seq9936,43.0,130.0,80.0,0,0.0
seq9939,94.0,131.0,30.0,0,0.0
seq9941,91.0,131.0,30.0,13,3.0
seq9947,16.0,43.0,20.0,0,0.0
seq9948,52.0,124.0,60.0,11,5.0
seq9953,63.0,120.0,50.0,0,0.0
seq9954,18.0,47.0,20.0,12,2.0
seq9958,40.0,57.0,10.0,0,0.0
seq9959,21.0,39.0,10.0,13,1.0
seq9962,37.0,142.0,90.0,12,8.0
seq9963,35.0,143.0,100.0,4,1.0
seq9964,77.0,134.0,50.0,0,0.0
seq9968,11.0,116.0,90.0,11,8.0
seq9970,26.0,141.0,100.0,11,8.0
seq9971,38.0,135.0,90.0,0,0.0
seq9973,25.0,132.0,100.0,0,0.0
seq9975,12.0,106.0,80.0,11,7.0
seq9976,88.0,137.0,40.0,11,2.0
seq9978,23.0,124.0,90.0,7,4.0
seq9979,20.0,115.0,80.0,12,8.0
seq9980,49.0,136.0,80.0,0,0.0
seq9981,26.0,121.0,80.0,12,8.0
seq9983,47.0,96.0,40.0,10,2.0
seq9984,14.0,121.0,100.0,0,0.0
seq9985,37.0,86.0,40.0,10,2.0
seq9987,10.0,118.0,100.0,4,1.0
seq9999,47.0,114.0,60.0,0,0.0
seq10000,4.0,42.0,30.0,12,1.0
